faction,x,y,asset_mint,cargo_type
Ustur,17,21,3sj9MSpmjvWf9x7hV2uRDi3pdWN9VRs2hqd7dmDp3h7e,Diamond
Ustur,17,21,DFQvF8mGEddzyjb91GzKJ5fWfpbU8eu9uPS2MonKCZ15,Super Conductor
Ustur,17,21,EXt68vEf7h9ZMvNLzsh5b67TPa7yozxeQyopqnaZ27nc,Arco
Ustur,17,21,78X1nf5payvpXmVE4jLhC5JfMvmEMZC75pPX5MFoRMnm,Graphene
Ustur,17,21,HcnvymGEKzPDvcw2TsiW8QwE3bt4bCrEmVELwGgQj7oz,Fimbul Mamba EX
Ustur,17,21,6DGVzRnbRd51RN5pJXZoi7BwnpPgRWKUCXgfRy1SrQAA,Magnet
Ustur,17,21,BjiC53HooVWdYNu3zMfy5UT9p6WbWGxt3rkfuj4dkFPM,Electromagnet
Ustur,17,21,E4qs8tUGu9MkLE4aKc4JJtXdmenUsHXBkLvXMXRUZ7Ge,Lumanite
Ustur,17,21,wCp2Wceeq2L9KtCRrmxBAMeJXpNWkLYjAF3pTnStXLG,Copper
Ustur,17,21,AAWQdVYAjQ94iBWhabNuHJdCnFi4n4ZkGchBm8qshPLQ,Silica
Ustur,17,21,6a7TpmWcy9kuuD5cJbRTKLvuytpreosjX8AqXSKKEAfo,Ammunition
Ustur,38,25,9aZwDvFS11S2yXL8QSChJsyRV3px5i29QsHxf2r7om8,Particle Accelerator
Ustur,38,25,Gw5xwqPG6sD5nKtv25AwhZdQLzjaqCqMU9bFuiiHpTr4,Fuel
Ustur,38,25,8HxwvjRkGfiKkoSev7QM7viPqgwi57GwjhviHt5HBfQi,Strange Emitter
Ustur,38,25,3UX7V1sFMDJZ8c6feaoVpWwnWHetXtpjgQu2orRPGxc1,Biomass
Ustur,38,25,Gu3Xt54nzAoM2Ciph9xjjDEDwkzK8gNNpNmuoG7vu67j,Honeyland Explorer Badge
Ustur,38,25,3N2F9eS4irNzJJ4yURecuED1ANNcXtVZj7BzYa4iwJ3q,Titanium
Ustur,38,25,AP6T4CT3xbPMiEMTntwDoB5QK2MUUmLw3LV2LAjJg8Ro,Hydrocarbon
Ustur,38,25,9ksTVg2DRrfkvTvDk8hfxME4ZtYG2FSsNNYHXpruiNkP,Iron Ore
Ustur,38,25,Enc3sbvP7wT269gvxGnxtaXkJPYrW1cEAuK27CJHjvSy,Golden Ticket 2624
Ustur,38,25,2mbZXFzo2F7wb8qar3sAHtUijULHvF4L1EEXaPpdz9VK,Nitrogen
Ustur,38,25,DM9LAvMMKJ9bsN1bUKKFMppGUNuNwmycR7Gd57De6zF3,The Edge of Paradise
Ustur,38,25,CFQfzojcmLUk42rQoy1bwV6W9KzvUrwZkYuvisQwAT9D,Rochinol
Ustur,38,25,EQPc6kUHmUCSM4wxM9moza8tff5b4reyteyzwe1RGmCN,Copper Wire
Ustur,38,25,Fzg6Cerb1XxQ4gtSaMNAvHAh2ovLbiQevR6Y7qdXFepg,Energy Substrate
Ustur,38,25,Cc9AAWcRYSX8u37JPLuDB1eNHApCc17yEzvBMXQ86s1c,Crystal Lattice
Ustur,38,25,EvSigttCFHwsdDDKu6y3jDdx8uWh7WNYxJoi2EBmiCYo,Survey Data Unit
Ustur,38,25,J6N8mGbQJHjfDgdVVVwc5SEcVwsYH9xH9UQG5mfopVSz,Radiation Absorber
Ustur,38,25,3nAhaMmrFmSjdRh6ZDhqivJJjQNJpUXtPvpFjtHvMBdm,Food
Ustur,38,25,g61ChWcJ32KhNqvT7XbHdYSetpFZSbB4LBUW1SLLnHr,Power Source
Ustur,38,25,4idBTGdJMfwquY1RiwfJVNoKgBF6r6cMTHg67Z8zMFzb,Iron
Ustur,38,25,DAXxvpbqihAL5jZKwiFCVTEmARxhvUCtwwePNybjsq41,Titanium Ore
Ustur,38,25,899yuiR7uPTAqNccC5fVwXPjbY6GGXVb6wKGzY5vCC7u,Electronics
Ustur,38,25,NVJ34hnxZ5maBAWwNxJ8TsuWMLBwoVeVSeiqs95BodK,Framework
Ustur,38,25,F8aZHF7MDvhJqUDvCoHCgTfk4E65eGw7Q23yu15DPtFE,Hydrogen
Ustur,38,25,FY2U4rdzxANFoak4d6JUf7AjHuBVPt8ud2nPY3GbfgYi,Field Stabilizer
Ustur,38,25,Cv8dFerkhTHnx6JBoZ1waox2oT5hBxJcJqkTq56voduV,Steel
Ustur,38,25,Ebw9BmwGSUKcYYs1vNyN3nfv1LApdpFpuPeQAKZ46r97,Toolkit
Ustur,38,25,3WLLJ2faGVc4dbR577DvmRfjtEuUu6N5giEi8s7Mgs9Y,Polymer
Ustur,38,25,H4j6Ey6DEfrrqvpGYmKhea6gGBEETrtc1ggBZKXMEVio,Aerogel
Ustur,38,25,CNgpR4SZgLw1LXBoKufo4WYA6iYat7UU7gwELM8QrCJm,Carbon
Ustur,38,25,F8RFoFawDsnk8N14VDZTRCRm3iWUrfdTqgReX7rt7qSy,Calico Maxhog
Ustur,38,25,FCgvFNqHSpvxjxBobBvA1yrdNaka5CkkqhQLxwEun93f,Copper Ore
Ustur,38,25,G2h3VPvEbghE4dNoRoQay7hSq6BqhtsWA6GG5ju56Mmd,Diamond
Ustur,38,25,iDmV2iwMwDkb4LQN4g8P4WA6NqsN5vsXiD2whFMLPPN,Super Conductor
Ustur,38,25,Exew9Kvto5KqbLT3Xg21Rd7chtVgN5ghS4xubPdMvesf,Arco
Ustur,38,25,AR9wTGnBf78xN2EeFtLnZoHBDMBXRLGqmLfAYNTpV1wS,Graphene
Ustur,38,25,4qRw7q5ZVG41UDGM1SExZmBsc9RFtvho8Rt8FWJLxAmz,Fimbul Mamba EX
Ustur,38,25,345qcnBRWfuvJ8HuvKBb3TfemkNLVif9h1snuSHzLLSX,Magnet
Ustur,38,25,G5TopxshpaMkvcgGa3JhYf14NrmaJuXrqCQTycNjV5G2,Electromagnet
Ustur,38,25,89UAuPg1Qd5TgtpbyBxLQqDJJVg86HbXJTVb8FvPMET2,Lumanite
Ustur,38,25,9Ad694KjKfkAkpLNeUGn3ya5CXgePYavdUWEwm86SKWQ,Copper
Ustur,38,25,7PFHbWAPQmXzKjkF6WFfgCBoVa9jt5WbTZdRWtWkNt2L,Silica
Ustur,38,25,2v3vychgMZf9dcsuKuMytLuw5PnZPnB3oFFQqfoUDyiZ,Ammunition
Ustur,22,31,6FFDLekDRPEA2hDWJDEso1TiWsZqPY5cDcU2JMPiitnj,Particle Accelerator
Ustur,22,31,FUUDQCQ5cWgTC8agCwnwFbPuZJpWUcLQdiRicSWZZkut,Fuel
Ustur,22,31,87CGewoD5gas5kuvE3QwxYuky5RfCpVHvz1WCJj9oPSh,Strange Emitter
Ustur,22,31,4zsEcr7KoTcuYNXQtihLFMc51iN7Ve4s8i8axzsEDRqq,Biomass
Ustur,22,31,5xXALLKeNSpdkCHWK1aeXJv5YKmSf5LPYYUtnP7EeNUW,Honeyland Explorer Badge
Ustur,22,31,35awwioNFo2F5AJFa3mtN6mF4zmw3NcdffAnPBHRyDrs,Titanium
Ustur,22,31,Hr96Ajyf2ESLAEjsuGJ9tVtdouyDw2Qd47Ysn4mUw8Ed,Hydrocarbon
Ustur,22,31,FBYtBAbJ95JNTwdwuvNm2rEwQeWxJZCFaAKKTbbCCxsZ,Iron Ore
Ustur,22,31,EVi9FQc5YeyotLsjbzfkqTX3J6wUSixhqTQeUEDZREPp,Golden Ticket 2624
Ustur,22,31,5gCKY49RFn2F5NfoNba89EkYbSrNEbVBRWhLwhZaAqVG,Nitrogen
Ustur,22,31,H2rNC4Fa2vJCssvBTYFrWQwCbCwbgAcRVCdF965pSvie,The Edge of Paradise
Ustur,22,31,J99VRjSZTbBkURzysQdKk2TsgbW9TFCGbFY2zSpWAVP2,Rochinol
Ustur,22,31,CXWZV3CX1P1eQNifLSf68dYaNUDRfFZEp46bMRncWAhC,Copper Wire
Ustur,22,31,9XjUEe6WdizX3H8m7hM83dUdNxFNJVMytMDzjBHdc5GG,Energy Substrate
Ustur,22,31,94zkKpGtGYXXNGB2tpyF1VhhweouLerXbk7LrcneLk2s,Crystal Lattice
Ustur,22,31,MairRc7tx4DoQQPu4zoJCB2U79ZSMxgScZkgvg43xUS,Survey Data Unit
Ustur,22,31,GjqxXYbeHuXmRkgsNwJXdRjgBeMrM4nr1kMDEMeAhULN,Radiation Absorber
Ustur,22,31,4qk5pvfSjphqc87m6FJXHEZJXDGGeiaD7dczPydA3PZF,Food
Ustur,22,31,5ps39GTgtA4gCaAAPbSd6SPXSzwaucKdmzDruBTkeSk,Power Source
Ustur,22,31,2FtvZjxAMN6btb6GTPXYe1QDnR8fDedRhYhmbvsSp73N,Iron
Ustur,22,31,HnLPhBm7ANGXfnrA2BjphRHdRVYAjCL7idWfqNsJ2xB6,Titanium Ore
Ustur,22,31,HS95UThTj2SJvhCnDL59JthzJbS8DtX8PSVvKPbELD7E,Electronics
Ustur,22,31,G3LPjLmwqM9FmL3vpXYR25RKH2LeUL59sdsjiZqYZhr3,Framework
Ustur,22,31,85GGcjSawsxoybfQdDpobfSdFWSVH72mSL5mQxRyRr2A,Hydrogen
Ustur,22,31,7AeAB9u5XtRCXtP3mm8HkobKCjr4WSa51hH7uxCgWArq,Field Stabilizer
Ustur,22,31,5CB9Mjrwsn5KMjm2FaFzzNXQebDRfJCAVjaVA9oBxemK,Steel
Ustur,22,31,2ahmzk3BSS63Bk7wzUrqAQS1pWSAsK34xheP28rJuyau,Toolkit
Ustur,22,31,3Gyw6YRAnRVCKZaMkPJCSG4XMouRRYw6xarHxCxfTisa,Polymer
Ustur,22,31,9rNiU3NcSJA2XmLYzRHM7SKPFwg1Po3U6goEuCEDUPg7,Aerogel
Ustur,22,31,CdrEbCvnKTzgT898LmDGs6p9TS1wqahCdewASYEBLEZf,Carbon
Ustur,22,31,E9UjddWy1HuqDt11fcEVQjJZRHXZj1VMqTsxfzW9BzkL,Calico Maxhog
Ustur,22,31,2jTv76qEWRkE7bi9P9Qr2UN7MuC8XGc1SF8QnEqbCE5h,Copper Ore
Ustur,22,31,qge9LHdM3A4keWJQB7q3xiwjwbz71wPiv96ThWQvXnF,Diamond
Ustur,22,31,1X4Mx7Hk1JoE8fJMLYd13J4AnCKp9mTgMsCrWNX3b8U,Super Conductor
Ustur,22,31,4w6TKUswdgBDN6oUSvJTzC49fdqx2ZJPkrcFAsTcmM9y,Arco
Ustur,22,31,HzDm3KDST7b1Uw74ZNAATLJnawnMPbuJyz3yzVeQCmP5,Graphene
Ustur,22,31,9VDppJbRfUAmP3Yb8ds6TSr9GNfqQAnHR7QrSBySZf7R,Fimbul Mamba EX
Ustur,22,31,EQMvpDD15wd9474KVw6SyQDWy8Ess3r4Ykgjge3fVP9Q,Magnet
Ustur,22,31,A8rd95q3TFMZBiwakhnY44gDYbD85izkqufP49XnF6i5,Electromagnet
Ustur,22,31,8gkiFHgLQ4Eu2K8UnwWDJ3QtnhQL3nN5stMwwKF7YDGA,Lumanite
Ustur,22,31,9paLWAEXePqErpHBfRiCWf6Gz6LczzGYWRrR74mh7yh3,Copper
Ustur,22,31,6g4YjQ8Xg8jSQqnPUgQxESRgfvkGo16JqBsFWFVJVodd,Silica
Ustur,22,31,AXHuUj7nfGaX48UuTLeckUQ4UQiiRLS6pwbhK8WhoNjw,Ammunition
MUD,21,-26,HsVgF1BqvzeWHfc1waH8VoVxe5q7soiURG3SPaHGbNc1,Particle Accelerator
MUD,21,-26,6UiEXQZiydMjs99TKatTUDPGhM2W5L3GxE4ur9GZDgJd,Fuel
MUD,21,-26,5CphMasNCaw9AokuGcgh5TbnWKBNyUD5KigMSp2VcSc4,Strange Emitter
MUD,21,-26,4z2h44RaGTwQifAwCEZmHM6vDNgn5TnJJj98sj7ymtSj,Biomass
MUD,21,-26,3sQEBswuJKy7xW2J4N9KfNPPZMcUMuwVmJFc1aZkBtaf,Honeyland Explorer Badge
MUD,21,-26,H9nKa54DXn2DnfCYYFWibBfkFrvCit8D6Bi5nyfGUn1b,Titanium
MUD,21,-26,Gw8eMca3dFsP3ERQY9TNTY7ZiPMiedhPUopgWvDYskyJ,Hydrocarbon
MUD,21,-26,EnevqJHQ2TPSHcpdbY3Q9HfB6bQc4J9hG1BRor6h4iMD,Iron Ore
MUD,21,-26,E2m7rc9pnbWzTkNNyDyuDymJe19NXv61TvhrpjN3jpx6,Golden Ticket 2624
MUD,21,-26,5kWx4RAhzXvFUYmihxihU6PirYsr8yLRw6NPPaSY9N8C,Nitrogen
MUD,21,-26,SWKFZJ3FeGNvJ6fA7Lv8zBU6KuGRzG1QeWzzfetHwyu,The Edge of Paradise
MUD,21,-26,CzzKSmDDfuobCfuS3gsEah82Lttii4Cns6mVGReLo1Hk,Rochinol
MUD,21,-26,ANPKiPSFnNGXXkp2DrXudV8DKMwoQGAwHEx3QyKqovJS,Copper Wire
MUD,21,-26,4GeQpJyn3RYtK7RU3dvt2kwnXEGBG2extnoQaQsTeZRG,Energy Substrate
MUD,21,-26,HQWq6nUNjsxc4v5eYKe6NyqvW88VtAo9mPPVW4tPXhF1,Crystal Lattice
MUD,21,-26,Cuej1e8kC1EHbxPiMWm3j1H7wt4xzJfHhS3KMrxpRiVK,Survey Data Unit
MUD,21,-26,5LiZ4bWbQdAypSuKkVCe1LV1DXQW7bRbncWrDrtQEfWs,Radiation Absorber
MUD,21,-26,3Eg5tXmpnEovoJQbfcaMU3rHj4godNeKbDvgjPQNpSyE,Food
MUD,21,-26,9j6WPw69xJbZQEii8Du9FCWYkE1RZTg3urfHeHt8M5vA,Power Source
MUD,21,-26,8MsMBaJ3zWF7QpBaL4Ypn6Rx1KVMhSx1YU8jKFGd5Cxd,Iron
MUD,21,-26,2qbST6rMzkoBqkWCGpgxax9ADV8446EDKuDs8DY1KvYa,Titanium Ore
MUD,21,-26,8PPL5dKfXNu57ySaLdrxo1oDghGYpq9JCgX8JC73ikTs,Electronics
MUD,21,-26,HEL4ZFMAKUaUJpaFM3G7bjsi9AdQtFb7jptC1wHu9qiJ,Framework
MUD,21,-26,gZzXQUPKN5SojgeiUep1TCPZbhzAU7TAcc8wSCqpNwu,Hydrogen
MUD,21,-26,FMLwZeBxPTBCCVVN9NQdsaQbkrSZc7N9ZgV9TohAA8HJ,Field Stabilizer
MUD,21,-26,7bf7Pn1Ah4D9Sgg5Vn8LNKUcWzBt7ZJxjtzScB5QSC5b,Steel
MUD,21,-26,4WL6MYFpYyAV5PZDFsEDmyU6G7tjSVTq7We2aFgtSkQc,Toolkit
MUD,21,-26,B51rt28Rz2WkRzFz3suYScPTnXhHxY3buMxdT1rMiGsL,Polymer
MUD,21,-26,3pQmiS8v47RQw9iLczurRFnS3J5wwS5g9oH9DZSYKRxY,Aerogel
MUD,21,-26,EGrkdozEqQMrwrKUZf2G1mbexjBww3KQfZQAjwUviZY2,Carbon
MUD,21,-26,Gtx6XpmkexJuo65ft85Y1YJkHBSKHhf9obupmLhgcZst,Calico Maxhog
MUD,21,-26,5ZMJ9R5tgZ1iVnwKBJxUMbxNLep9cCRAurKHMMUrBpYC,Copper Ore
MUD,21,-26,7BmwVFYVE19SMtkdMUQmLht6uPwaso81ysARcA9qnsBz,Diamond
MUD,21,-26,89HkK521rLBTdPEq4pRj1et1LAGY1aa8N1dk7w16c9CE,Super Conductor
MUD,21,-26,JBehp3YU2Cp1QrQxoAmTD3pUkbpyEfubD1pAXpovmKKm,Arco
MUD,21,-26,3LL1gYzmoGE6PZmdW565U5QEthm1hPyBQPTksy6RhNaf,Graphene
MUD,21,-26,4CtMdS9VBVVXtzC2AsVFLghe4ChvrjB7dWQaY6ytDE7G,Fimbul Mamba EX
MUD,21,-26,9pSpHY5YWdc1AEkhZfsaGDHFFLx3WUGFGkds3thj14zx,Magnet
MUD,21,-26,9J2A9hPcvRVc4ftxYJixbatThdVxxmmfkWq1FPY3Fp25,Electromagnet
MUD,21,-26,J4XxqfigaP28aKemjRvrvaUwEeP8ZARaYG6A9capg4zp,Lumanite
MUD,21,-26,4YRUFm7E8EzcnbMdKP9LWPw61Ts9xtsLeFzYEaBayRS5,Copper
MUD,21,-26,61Gb9f8kzfD6VqVkGbKnGBUDf9JgtdjZEanREZRwvAry,Silica
MUD,21,-26,Abhb85J4r34JmSdgjpwWuUmQuigsAHg2v1xm4dWEHMsm,Ammunition
Ustur,35,16,Dmsp6PrRocBt4x6yTNmQ7DiRbrFGf38yNMmvTK4qrLAF,Particle Accelerator
Ustur,35,16,DDdnDKMXLhxxwsmf7YPeZmJigZKZsETUNvsAGisa5iFS,Fuel
Ustur,35,16,4CfE1LDNULVset9ZZJyvLimL8etbaNMo23PG51ar1r7L,Strange Emitter
Ustur,35,16,AQxXwTQvNWRbhbrSJ1iYgy8PiL5VkzT9sXkNoTUG7Gkr,Biomass
Ustur,35,16,FMJMraBZNr5MDEnnrVtWEH2gMUtirX2ynADzVncTwasv,Honeyland Explorer Badge
Ustur,35,16,52BKtyCLBX95SQZCaK3SD9KrNPox8Joa5zuShibptWps,Titanium
Ustur,35,16,6dt1srDhyCM4JQ3nggrdUHB4in7uxAqCSkMktXorFPXB,Hydrocarbon
Ustur,35,16,CfwdiurUfQQhVX1hQxaYDLbvjmZvK2hqnMzuGU1yx7BW,Iron Ore
Ustur,35,16,Ed3LAdTp2uWJy5HLxd1Ti3udnVCJzEjtveMqo9ZKWqWF,Golden Ticket 2624
Ustur,35,16,5urh6MbCiU3eub53BHqoVKcQNS4JWsJhFmf58GThtSEV,Nitrogen
Ustur,35,16,BuMNL5rZKSLdzfrJ2rBtVXJEeHSYWXMAXFjtdBmnPRnC,The Edge of Paradise
Ustur,35,16,BSAdFXAgdMwY3G6UXDACJ86J9BcqhuA9q9EqGna6Fa6,Rochinol
Ustur,35,16,AM2wp6fiVif8xo6psTVz2h65gTC6tvyUUCUNJr2wscvi,Copper Wire
Ustur,35,16,AKbVTSgMQMyxAjiUy8Ry4uKTUSHirudzDRYG498y1xRn,Energy Substrate
Ustur,35,16,898j6Tb6RxdKHch19ivHxpDooU8XJa4Lkdjcau5ujF6A,Crystal Lattice
Ustur,35,16,94u36QnKceHBrCf6AokiJfo8VTKXaSBtRg2aJmQ25FH1,Survey Data Unit
Ustur,35,16,81dQYi6tdVDF6AFDskCLHbAGkGhvgt8k1qk5SeWthCay,Radiation Absorber
Ustur,35,16,8GDBrFynZFnKGivGGgPtb8VVykThyuQxEMxVxFmz7kfM,Food
Ustur,35,16,3c8av5v6pkmF5Ep7yzEnhr5UR9b6n221F7eMsJEQUsrp,Power Source
Ustur,35,16,2mqi5Zq2myBUAfCxpaBCneTfXMjgGh6AEMvZUvESEZVJ,Iron
Ustur,35,16,ETwqXUXZNQskXncV25vuCM2UrruCyFowEtK5ij5JhBor,Titanium Ore
Ustur,35,16,A9kDLmvNZKFdj13vyw7yVZgzAvNJZHmJ8dLHpayLV4Qn,Electronics
Ustur,35,16,wMQTzgVjFMxWrQYidzxcUwyKZExFsyHND8m2MDv6PyJ,Framework
Ustur,35,16,F7ZxDP2KpfMzaxJmjsRt8phAVWCi2TJhC4T8hFk8gpdm,Hydrogen
Ustur,35,16,3Zj6i8HbthYsvW1uBKzDd6NBAgVu5qz5pQfdKe91Ar8r,Field Stabilizer
Ustur,35,16,GjBznNkpVjxdeHtvA9YvE1CVSmdHmnmoWmpmouWBKQtV,Steel
Ustur,35,16,2JhqEvbSQoUyxTFhcHNGdiwqE3UKx8ZQo3wz2StmoweM,Toolkit
Ustur,35,16,WTKNx6pRkcvd91E1GQgmgs28Wv8Cun56X1M5yxLMznE,Polymer
Ustur,35,16,3ngBwsKG5tQ7Dp2H7pghJnocZwfK8v4rK4S7XfLPh5y1,Aerogel
Ustur,35,16,CTNqwoMk7Lbk5cpJC4gDc5tjf9TYhBCTGyUW8zaep3Em,Carbon
Ustur,35,16,3dE9cH76S5Wjk1CGkWauvUQCrtbR7Pfra84GuoMzHahf,Calico Maxhog
Ustur,35,16,3bD7y7VGvBgrkjy5tjTF77xRJx3EjrB29r1DTWHqSFgA,Copper Ore
Ustur,35,16,6hwxR53MxaQt24TiibU7aYk65XvCFwxvEe44hVQtCh9J,Diamond
Ustur,35,16,25SqPAHrdYgHB77KKS8qz4VMiYQdKZ8sB2BLfLtFqB3b,Super Conductor
Ustur,35,16,7LaAH9ESiY5MEbaA33o8QQsFZokNZLZCe1Xbo52kQK7V,Arco
Ustur,35,16,De5nT4WCrkFTEtkJDLK9DiaZY4aHemCaGFgeZr294Vg1,Graphene
Ustur,35,16,6FxmZE8gW5Qn7FcvJPi7bCgxa2xpUiPPf7ZTuFCFMQ9U,Fimbul Mamba EX
Ustur,35,16,6EeBvQXadcAopkbJ9h1G2MPJcswAKcV8kdi7SDGxbWQi,Magnet
Ustur,35,16,2iwWH7EKNuauzNngRZ5ttUHESLa2jqWYfBh7tFgzaD35,Electromagnet
Ustur,35,16,3vaXrDbp1y1RXDvQECqnYzEcJWSari2FXqsDKf71hq27,Lumanite
Ustur,35,16,2dv5vuDmM2wbDRNVFQNni9x4w8bj9PLF3nuEVVvg9ndD,Copper
Ustur,35,16,9Tafav2RYxU6g4w5BzEDDFLa285Vpaq2xZ8UYtmmbHWS,Silica
Ustur,35,16,2XPL7gyBEMJcXNGa7xoySEjpFdVdHv2ZpDwKPNCB4XbA,Ammunition
ONI,-9,24,E1Jez5tsPuVHnY9EwGKjZS4MBgobaZeXETdansNoHjX9,Particle Accelerator
ONI,-9,24,2ftZRXVbsLR5W3z1k4o8n8da3MjmU5zk2E45fjtdtn1W,Fuel
ONI,-9,24,7zjXJSGMLdohEaNnUcpneCH6CNrsZgFa2NLPBx9Q9Ggz,Strange Emitter
ONI,-9,24,7QzG5StYfnji6KhgzwYFDJvYJnitQ8qsiatjDeKaN6zh,Biomass
ONI,-9,24,FvioVVa5VZgwrDbrsKMtmhAjdFeXLnDAwBpK1CyuUJDp,Honeyland Explorer Badge
ONI,-9,24,4wmoe8KQeaNonNog7n8vGrgShtjRv235GxEhZ4cnXxft,Titanium
ONI,-9,24,87wUfmRSGp9MLvFoUp6WfaWZnZh35Hk9vW1Wv7BVDDfv,Hydrocarbon
ONI,-9,24,7LfBPUDejUfMBr8XAj96xhK7mEmDRMwno3RgcifznX8t,Iron Ore
ONI,-9,24,BsyNzpiAL3rSsZu2wHu4GqfdRJLcnAk5TrBxVDTCPCks,Golden Ticket 2624
ONI,-9,24,EUZEg9n9ri3TYmy6p9qBQPNLFMNdnbFxRLEoePqy1Asm,Nitrogen
ONI,-9,24,8DByiZqo3wZBU8rdweZqz6XA7CP4urUrL21qmikQxyZJ,The Edge of Paradise
ONI,-9,24,8UvP7UQd6oyeEnTMaxJx5un5uaR9FFkdtH14rGghyfmn,Rochinol
ONI,-9,24,CVo7fHRBQUyPykBCe9ESh3ZES32wLbVfwXnSVTDSrvCw,Copper Wire
ONI,-9,24,4W6UkDGe223kCVWehwEz4yEU5e9PZxiMt6sB6ZDEsvq4,Energy Substrate
ONI,-9,24,43QQzXPZyQ4MwKGou4xRWJ8NqSQHk2WunGevoiVJ5big,Crystal Lattice
ONI,-9,24,FxHsoEbryYTZFfqpipmkjMknhyChYrNeihywnBHTu3Mu,Survey Data Unit
ONI,-9,24,Fbm64QK5h4okDr982TeG9mgX8ejTa4qeHKb1YYKtykNT,Radiation Absorber
ONI,-9,24,92YKnfJeYGdLpYr2fLvb6vDHJxtsNMbhWeEKyb47nWG,Food
ONI,-9,24,GD1iCK4zGFd3nmTrHFj7D1tERXLZmowvqurcUfZqjZiM,Power Source
ONI,-9,24,HnSqSRJdJcvLMQ2WSpyocQtR1Gu6QUgq6tbupLkZ5CSQ,Iron
ONI,-9,24,3cyJAWJzvEUdqhBWCGnkEE2932prMzbN5buzCFbEr1sC,Titanium Ore
ONI,-9,24,GRjeQwZkJ5QdWtTR2Ym6DrpnpmdAahEu33eHu4WD2CVG,Electronics
ONI,-9,24,2jTyWoHkberyMmmi75hDp2RVVDvRG9FQNnZScUCFdrA7,Framework
ONI,-9,24,GFC9UqBXMzGX1Lb9fBVAUU7yprGEy4AKkeqiobPH3Kd5,Hydrogen
ONI,-9,24,DuzZHtuXr5kp1baPmUj88v3ToFjupdgpDWmRnF6LftJL,Field Stabilizer
ONI,-9,24,3qmDZEis2cwcuB5Yfk3XVsGqjJGRcV3kk5ttGU6WAYvF,Steel
ONI,-9,24,9Cgh2izGEZ3MA1ruN5c5uYEeD2ngAQEzThHJp5amPL1G,Toolkit
ONI,-9,24,4ZbjKoMdwdn71pHx5D8kSu3FZKtSWLFhs1FrTjVAam3K,Polymer
ONI,-9,24,DkMdg2y8LXApYLrVmDhsLsGXDuiYmCJMwmMcrVC5tbzt,Aerogel
ONI,-9,24,3Cy8gS5jJd589MM9KtDuW8UJaZa84ZpnqRie2LDLtW6a,Carbon
ONI,-9,24,FJ51sSXTx72yTwcbpDTFrZdSzgkwvRn3BVH5bq89FXa9,Calico Maxhog
ONI,-9,24,977g2FJT7SkGFLp3gA5sVNawCsB3zoXBhMmJG5VfXfyV,Copper Ore
ONI,-9,24,7popLdKKrvArvgDdhfJP2dsZjpsgXdnmjC2e9Tz6pt9G,Diamond
ONI,-9,24,4yPSYjjpsFsf1N3DysEumAn1Ly712gcZYFqJk1JaGRet,Super Conductor
ONI,-9,24,4wmgzU7Vis9mmXCMaTDLUCuwSzZMs7rSvZwcrPkXRZem,Arco
ONI,-9,24,G4gLhQexoe1LLQPjuwuT6LV4594wpLRvgSbJicUrrx83,Graphene
ONI,-9,24,5nLJS8EsKwn8GRYAQrxjvZMewWgwjKVvvRV78cX1Ju3T,Fimbul Mamba EX
ONI,-9,24,Hiydn9ButZguSrRjnHpKHp5boH3iMBHFZ1W2UJ22Ae51,Magnet
ONI,-9,24,2UW2wiGRwCYk53N9uPP7ZftWugi5Eez11WMZDAxLVbtX,Electromagnet
ONI,-9,24,BbTwJZu6nmvymqwfG6G92GJS7ngEZ1pQserdTkKpGjGk,Lumanite
ONI,-9,24,6dTwUcFbheAPWbyDMWnPZ6mk7PVq27a2VSqwpgn3G4mH,Copper
ONI,-9,24,6VvA8Wk7fi6bWgKRTgiQt9oxJ2Bc1CcrahTPvU6zBaEt,Silica
ONI,-9,24,6GEbhQ63ET2pffrg8vRmyLmp4ghnsP49THFysysXE2MH,Ammunition
ONI,-42,35,HPzw7g9GSSMW5C7JuZ5PHwj9Xx1dJdFhHAPbYmEdgtoi,Particle Accelerator
ONI,-42,35,78CzWJKNF3aMF92qF7rkA5g4dQmsXXfVkxcqMjMbZwig,Fuel
ONI,-42,35,9ynEs9N3JkHiENYb2GTBmA6BZ3ezKw39yffDhKTCrapf,Strange Emitter
ONI,-42,35,4aMSrev1bpBSiy1UwfUAig538k3VvJpzvxP3k1xLXMc7,Biomass
ONI,-42,35,9VKkTxmZjpoBk71c9qbGfMbRjPKGPHNEyb53AKy5SaA7,Honeyland Explorer Badge
ONI,-42,35,6Rk7edRs99V2doZjWiAv15iC2GrZrAwUbjBYYA8GPLFA,Titanium
ONI,-42,35,Cmmi2PnE7sgxMYC8mrQQL3oJAnNhhwVhWjwGw2hcVXVa,Hydrocarbon
ONI,-42,35,9Na5pVxvnDgw6SC1piWobgzBoEt2PKXs8V232K4cLajF,Iron Ore
ONI,-42,35,Bs3Zpw2rLMXK8akFMrqUwazsedovWrS2AeTH2X2ddYm,Golden Ticket 2624
ONI,-42,35,7CYrpHXXJmoD3yR1hDhcFrfKMeBC5wWHx2NaryXBPqg9,Nitrogen
ONI,-42,35,Ao7ZhgQeEVrP2udSVp776ZnPjswfDrX2GHEfHKboXTcT,The Edge of Paradise
ONI,-42,35,HWeFwq8NBv9JDt6DAsXszjuoT9ZoU3S5sg9gLKBSfCPy,Rochinol
